order_number;created_at;total_ht;status;shipping_mode;payment_method;tax_amount;total_ttc;type;siret;company_name;first_name;last_name;civility;address;address2;postcode;town;pays;email;function;mobile;tel;fax;siret_ship;company_name_ship;first_name_ship;last_name_ship;civility_ship;address_ship;address2_ship;postcode_ship;town_ship;pays_ship;email_ship;function_ship;mobile_ship;tel_ship;fax_ship;id_ligne;id_produit;store;libelle;quantite;montant_ht;montant_ttc;total_ht;tva;duree_engagement;innovant;id_group;sku;category_ids;type_produit;createur_entreprise;portabilite_rio;portabilite_numero;portabilite_date;type_client;device;origin;idiccFrontal;CodeOffre;OrdreIce;type_acte
WCE276461;05/09/2017 15:27;514.80;En attente;;facturation;102.96;617.76;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;7060;default;Performance pro intense;1;65.00;78.00;65.00;20.00;24-mois;innovant3;2;DEFAULT_7060;13,55,108;forfait;;02E111111J7B;601010101;15/10/2017;OBS;MOBILE;boutique;;;;Foisonnement
WCE276461;05/09/2017 15:27;514.80;En attente;;facturation;102.96;617.76;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;3;7916;default;Samsung Galaxy A3 2017 noir 16 Go;1;9.90;11.88;9.90;20.00;;innovant3;2;226112;97;mobile;;;;;OBS;MOBILE;boutique;;;;Foisonnement
WCE276461;05/09/2017 15:27;514.80;En attente;;facturation;102.96;617.76;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;4;7663;telephone_mobile;Sony Xperia XZ bleu 32Go;1;439.90;527.88;439.90;20.00;;;3;225336;13,54,125;mobile;;;;;OBS;MOBILE;boutique;;;;Foisonnement
WCE274273;05/09/2017 15:46;159.90;En attente;;facturation;31.98;191.88;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;1;5213;telephone_mobile;Samsung Galaxy Tab Active noir 16Go;1;79.90;95.88;79.90;20.00;;innovant3;1;221597;13,58,103;mobile;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE274273;05/09/2017 15:46;159.90;En attente;;facturation;31.98;191.88;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;6064;telephone_mobile;Business Everywhere pro intense travel;1;70.00;84.00;70.00;20.00;24-mois;innovant3;1;DEFAULT_6064;13,55,109;forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE274273;05/09/2017 15:46;159.90;En attente;;facturation;31.98;191.88;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;3;5032;equipements;Mini chargeur secteur 2A micro USB;1;10.00;12.00;10.00;20.00;;;1;3,57121E+12;7,29,76;equipement;;;;;OBS;desktop;boutique;;;;Foisonnement
MI252114;06/09/2017 15:45;50.00;Enregistré;;rib;;60.00;migration_internet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;8154;internet;SWAG;1;45.00;54.00;45.00;20.00;;;0;;;internet;;;;;OBS;desktop;boutique;;;;
MI252114;06/09/2017 15:45;50.00;Enregistré;;rib;;60.00;migration_internet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;internet;Livebox 4 pro;1;5.00;6.00;5.00;20.00;;;0;;;equipement;;;;;OBS;desktop;boutique;;;;
MI252114;06/09/2017 15:45;50.00;Enregistré;;rib;;60.00;migration_internet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;internet;@ IP fixe (pro);1;0.00;0.00;0.00;0.00;;;0;;;option_internet;;;;;OBS;desktop;boutique;;;;
MI252114;06/09/2017 15:45;50.00;Enregistré;;rib;;60.00;migration_internet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;internet;Xambox numérisation / archivage;1;0.00;0.00;0.00;0.00;;;0;;;option_internet;;;;;OBS;desktop;boutique;;;;
MI252114;06/09/2017 15:45;50.00;Enregistré;;rib;;60.00;migration_internet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;internet;Polaris Office;1;0.00;0.00;0.00;0.00;;;0;;;option_internet;;;;;OBS;desktop;boutique;;;;
MI252114;06/09/2017 15:45;50.00;Enregistré;;rib;;60.00;migration_internet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;internet;SugarSync;1;0.00;0.00;0.00;0.00;;;0;;;option_internet;;;;;OBS;desktop;boutique;;;;
MI252114;06/09/2017 15:45;50.00;Enregistré;;rib;;60.00;migration_internet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;internet;Messagerie;1;0.00;0.00;0.00;0.00;;;0;;;option_internet;;;;;OBS;desktop;boutique;;;;
WCE265495;07/09/2017 08:44;659.89;En attente;;facturation;131.98;791.87;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;1;7578;telephone_mobile;Apple iPhone 7 Noir 32 Go;1;649.90;779.88;649.90;20.00;;smartpro;1;225356;13,54,96,125;mobile;;;;;OBS;MOBILE;boutique;;;;Foisonnement
WCE265495;07/09/2017 08:44;659.89;En attente;;facturation;131.98;791.87;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;3153;telephone_mobile;forfait smart pro 24/7;1;9.99;11.99;9.99;20.00;sans engagement;smartpro;1;DEFAULT_3153;13,55,111;forfait;;;;;OBS;MOBILE;boutique;;;;Foisonnement
WCE265495;07/09/2017 08:44;659.89;En attente;;facturation;131.98;791.87;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;3;10934;telephone_mobile;Facture Électronique;1;0.00;0.00;0.00;20.00;;classique;1;FEC;;option_perso;;;;;OBS;MOBILE;boutique;;;;Foisonnement
WCE297419;07/09/2017 08:51;9.99;En attente;;facturation;2.00;11.99;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;1;3153;telephone_mobile;forfait smart pro 24/7;1;9.99;11.99;9.99;20.00;sans engagement;smartpro;1;DEFAULT_3153;13,55,111;forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE297419;07/09/2017 08:51;9.99;En attente;;facturation;2.00;11.99;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;10933;telephone_mobile;Facture Électronique Certifiée;1;0.00;0.00;0.00;20.00;;classique;1;FEC;;option_perso;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE268430;07/09/2017 08:57;9.99;En attente;;facturation;2.00;11.99;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;1;3153;telephone_mobile;forfait smart pro 24/7;1;9.99;11.99;9.99;20.00;sans engagement;smartpro;1;DEFAULT_3153;13,55,111;forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE268430;07/09/2017 08:57;9.99;En attente;;facturation;2.00;11.99;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;10933;telephone_mobile;Facture Électronique Certifiée;1;0.00;0.00;0.00;20.00;;classique;1;FEC;;option_perso;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE289971;07/09/2017 09:06;9.99;En attente;;facturation;2.00;11.99;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;1;3153;telephone_mobile;forfait smart pro 24/7;1;9.99;11.99;9.99;20.00;sans engagement;smartpro;1;DEFAULT_3153;13,55,111;forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE289971;07/09/2017 09:06;9.99;En attente;;facturation;2.00;11.99;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;10933;telephone_mobile;Facture Électronique Certifiée;1;0.00;0.00;0.00;20.00;;classique;1;FEC;;option_perso;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE259938;07/09/2017 09:07;9.99;En attente;;facturation;2.00;11.99;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;1;3153;telephone_mobile;forfait smart pro 24/7;1;9.99;11.99;9.99;20.00;sans engagement;smartpro;1;DEFAULT_3153;13,55,111;forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE259938;07/09/2017 09:07;9.99;En attente;;facturation;2.00;11.99;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;10933;telephone_mobile;Facture Électronique Certifiée;1;0.00;0.00;0.00;20.00;;classique;1;FEC;;option_perso;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE288475;12/09/2017 17:09;124.90;En attente;;rib;24.98;149.88;mobile;1,22222E+13;TEST;test;test;Mme;TEST;;75003;PARIS 03;France;;test;601010101;;;;;;;;;;;;;;;;;;1;7662;telephone_mobile;Sony Xperia XZ platine 32Go;1;59.90;71.88;59.90;20.00;;;1;225334;13,54,125;mobile;;;;;PROSPECT;desktop;boutique;;;;Foisonnement
WCE288475;12/09/2017 17:09;124.90;En attente;;rib;24.98;149.88;mobile;1,22222E+13;TEST;test;test;Mme;TEST;;75003;PARIS 03;France;;test;601010101;;;;;;;;;;;;;;;;;;2;7060;telephone_mobile;Performance pro intense;1;65.00;78.00;65.00;20.00;24-mois;innovant3;1;DEFAULT_7060;13,55,108;forfait;;;;;PROSPECT;desktop;boutique;;;;Foisonnement
WCE289329;13/09/2017 10:58;700.23;En attente;;facturation;140.05;840.28;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;1;8057;telephone_mobile;Samsung Galaxy S8 Noir Carbone 64Go;1;679.90;815.88;679.90;20.00;;;1;226466;13,54,125,162;mobile;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE289329;13/09/2017 10:58;700.23;En attente;;facturation;140.05;840.28;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;2950;telephone_mobile;Orange Premier;1;12.00;14.40;12.00;20.00;;classique;1;Orange Premier;;option_perso;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE289329;13/09/2017 10:58;700.23;En attente;;facturation;140.05;840.28;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;3;6391;telephone_mobile;Orange Deezer UE premium+;1;8.33;10.00;8.33;20.00;;classique;1;Orange Deezer p;;option_perso;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE291111;13/09/2017 11:32;545.09;En attente;;rib;109.02;654.11;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;1;8055;telephone_mobile;Samsung Galaxy S8+ Noir Carbone 64Go;1;499.90;599.88;499.90;20.00;;innovant1;1;226476;13,54,125,162;mobile;;;;;PROSPECT;desktop;boutique;;;;Foisonnement
WCE291111;13/09/2017 11:32;545.09;En attente;;rib;109.02;654.11;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;2;7051;telephone_mobile;Performance pro initial;1;29.00;34.80;29.00;20.00;24-mois;innovant1;1;DEFAULT_7051;13,55,108;forfait;;02E111111J7B;601010101;30/09/2017;PROSPECT;desktop;boutique;;;;Foisonnement
WCE291111;13/09/2017 11:32;545.09;En attente;;rib;109.02;654.11;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;3;3038;telephone_mobile;Facture Electronique;1;0.00;0.00;0.00;20.00;;classique;1;FEL;;option_perso;;;;;PROSPECT;desktop;boutique;;;;Foisonnement
WCE291111;13/09/2017 11:32;545.09;En attente;;rib;109.02;654.11;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;4;6867;telephone_mobile;alerte conso utilisateur;1;1.50;1.80;1.50;20.00;;classique;1;DEFAULT_6867;;option_perso;;;;;PROSPECT;desktop;boutique;;;;Foisonnement
WCE291111;13/09/2017 11:32;545.09;En attente;;rib;109.02;654.11;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;5;9544;telephone_mobile;ePresse (25 titres);1;14.69;17.63;14.69;20.00;;classique;1;ePresse-20-cred;;option_perso;;;;;PROSPECT;desktop;boutique;;;;Foisonnement
100010037;13/09/2017 12:06;55.00;En attente;;rib;;;offre_internet;1,22222E+13;;test;test;Mme;49  Rue Pierre Brossolette;;92300;Levallois-Perret;France;;;601010101;145197344;;1,22222E+13;;test;test;Mme;49  Rue Pierre Brossolette;;92300;Levallois-Perret;France;aoldiddn@yahoo.fr;;601010101;145197344;;1;8103;internet;La fibre pro équilibre;1;55.00;66.00;55.00;20.00;;;1;DEFAULT_8103;127,128,131;internet;;;;;PROSPECT;desktop;boutique;;;;
100010037;13/09/2017 12:06;55.00;En attente;;rib;;;offre_internet;1,22222E+13;;test;test;Mme;49  Rue Pierre Brossolette;;92300;Levallois-Perret;France;;;601010101;145197344;;1,22222E+13;;test;test;Mme;49  Rue Pierre Brossolette;;92300;Levallois-Perret;France;aoldiddn@yahoo.fr;;601010101;145197344;;3;5356;internet;Xambox (Découverte);1;0.00;0.00;0.00;20.00;Decouverte;;1;DEFAULT_5356;127,129,133,134,135;option_internet;;;;;PROSPECT;desktop;boutique;;;;
WCE282026;13/09/2017 13:56;97.00;En attente;;facturation;19.40;116.40;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;1;7064;telephone_mobile;Huawei P9 Lite noir 16Go;1;1.00;1.20;1.00;20.00;;innovant3;1;224244;13,54,97;mobile;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE282026;13/09/2017 13:56;97.00;En attente;;facturation;19.40;116.40;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;7060;telephone_mobile;Performance pro intense;1;65.00;78.00;65.00;20.00;24-mois;innovant3;1;DEFAULT_7060;13,55,108;forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE282026;13/09/2017 13:56;97.00;En attente;;facturation;19.40;116.40;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;3;3038;telephone_mobile;Facture Electronique;1;0.00;0.00;0.00;20.00;;classique;1;FEL;;option_perso;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE282026;13/09/2017 13:56;97.00;En attente;;facturation;19.40;116.40;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;4;6330;telephone_mobile;assurance vol;1;6.00;7.20;6.00;20.00;;innovant1;1;assurance vol;;option_perso;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE282026;13/09/2017 13:56;97.00;En attente;;facturation;19.40;116.40;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;5;4393;equipements;Oreillette Bluetooth® M70 Plantronics;1;25.00;30.00;25.00;20.00;;;1;5,03359E+12;7,29,74;equipement;;;;;OBS;desktop;boutique;;;;Foisonnement
FOL1505303836;13/09/2017 13:57;322.49;Validé;;facturation;64.50;386.99;mobile;3,20852E+13;test;Test;TEST;Mme;10 rue du test;test;92000;Nanterre;France;;;;;;;;;;;;;;;;;;;;;1;5853;telephone_mobile;Samsung Galaxy S7 noir 32Go;1;295.00;354.00;295.00;20.00;24-mois;;1;223811;13,54,125;mobile;;;;;OBS;desktop;boutique;;;;PCM
FOL1505303836;13/09/2017 13:57;322.49;Validé;;facturation;64.50;386.99;mobile;3,20852E+13;test;Test;TEST;Mme;10 rue du test;test;92000;Nanterre;France;;;;;;;;;;;;;;;;;;;;;2;4975;telephone_mobile;Lookout premium;1;2.49;2.99;2.49;20.00;;classique;1;apps_lookout;;option_perso;;;;;OBS;desktop;boutique;;;;PCM
FOL1505303836;13/09/2017 13:57;322.49;Validé;;facturation;64.50;386.99;mobile;3,20852E+13;test;Test;TEST;Mme;10 rue du test;test;92000;Nanterre;France;;;;;;;;;;;;;;;;;;;;;3;5450;equipements;"Chargeur allume cigare micro USB Samsung ""Fast charging""";1;25.00;30.00;25.00;20.00;;;1;8,80609E+12;29,76;equipement;;;;;OBS;desktop;boutique;;;;PCM
WCE264874;13/09/2017 14:07;708.90;En attente;;facturation;141.78;850.68;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;1;7578;telephone_mobile;Apple iPhone 7 Noir 32 Go;1;679.90;815.88;679.90;20.00;;;1;225356;13,54,96,125;mobile;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE264874;13/09/2017 14:07;708.90;En attente;;facturation;141.78;850.68;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;3820;equipements;Support auto universel Samsung;1;29.00;34.80;29.00;20.00;;;1;8,80609E+12;7,29,81,83;equipement;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE295331;13/09/2017 14:09;349.23;En attente;;facturation;69.85;419.08;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;1;8057;telephone_mobile;Samsung Galaxy S8 Noir Carbone 64Go;1;269.90;323.88;269.90;20.00;;innovant3;1;226466;13,54,125,162;mobile;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE295331;13/09/2017 14:09;349.23;En attente;;facturation;69.85;419.08;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;7060;telephone_mobile;Performance pro intense;1;65.00;78.00;65.00;20.00;24-mois;innovant3;1;DEFAULT_7060;13,55,108;forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE295331;13/09/2017 14:09;349.23;En attente;;facturation;69.85;419.08;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;3;6330;telephone_mobile;assurance vol;1;6.00;7.20;6.00;20.00;;innovant1;1;assurance vol;;option_perso;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE295331;13/09/2017 14:09;349.23;En attente;;facturation;69.85;419.08;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;4;6391;telephone_mobile;Orange Deezer UE premium+;1;8.33;10.00;8.33;20.00;;classique;1;Orange Deezer p;;option_perso;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002972;13/09/2017 14:19;257.90;En attente;;facturation;51.58;309.48;mobile;5,42055E+13;SOCIETE FRANCAISE DE DISTRIBUTION D'EA;Jean Charles;BISSIRI;M;105 RUE DES RESISTANTS;;59280;ARMENTIERES;France;;;;;;;;;;;;;;;;;;;;;1;3414;telephone_mobile;Apple iPhone 5S Gris 16Go;1;219.90;263.88;219.90;20.00;;classique;1;219049;13,54,96,125;mobile;;;;;OBS;desktop;boutique;;;;Reassort
COM170913002972;13/09/2017 14:19;257.90;En attente;;facturation;51.58;309.48;mobile;5,42055E+13;SOCIETE FRANCAISE DE DISTRIBUTION D'EA;Jean Charles;BISSIRI;M;105 RUE DES RESISTANTS;;59280;ARMENTIERES;France;;;;;;;;;;;;;;;;;;;;;2;4975;telephone_mobile;Lookout premium;1;0.00;0.00;0.00;20.00;;classique;1;apps_lookout;146;option_forfait;;;;;OBS;desktop;boutique;;;;Reassort
COM170913002972;13/09/2017 14:19;257.90;En attente;;facturation;51.58;309.48;mobile;5,42055E+13;SOCIETE FRANCAISE DE DISTRIBUTION D'EA;Jean Charles;BISSIRI;M;105 RUE DES RESISTANTS;;59280;ARMENTIERES;France;;;;;;;;;;;;;;;;;;;;;3;5841;telephone_mobile;assurance casse et vol;1;9.00;10.80;9.00;20.00;;innovant1;1;assurance casse;146;option_forfait;;;;;OBS;desktop;boutique;;;;Reassort
COM170913002972;13/09/2017 14:19;257.90;En attente;;facturation;51.58;309.48;mobile;5,42055E+13;SOCIETE FRANCAISE DE DISTRIBUTION D'EA;Jean Charles;BISSIRI;M;105 RUE DES RESISTANTS;;59280;ARMENTIERES;France;;;;;;;;;;;;;;;;;;;;;4;0;telephone_mobile;secret appel par appel;1;0.00;0.00;0.00;20.00;;;1;;;option_forfait;;;;;OBS;desktop;boutique;;;;Reassort
COM170913002972;13/09/2017 14:19;257.90;En attente;;facturation;51.58;309.48;mobile;5,42055E+13;SOCIETE FRANCAISE DE DISTRIBUTION D'EA;Jean Charles;BISSIRI;M;105 RUE DES RESISTANTS;;59280;ARMENTIERES;France;;;;;;;;;;;;;;;;;;;;;5;0;telephone_mobile;messagerie vocale;1;0.00;0.00;0.00;20.00;;;1;;;option_forfait;;;;;OBS;desktop;boutique;;;;Reassort
COM170913002972;13/09/2017 14:19;257.90;En attente;;facturation;51.58;309.48;mobile;5,42055E+13;SOCIETE FRANCAISE DE DISTRIBUTION D'EA;Jean Charles;BISSIRI;M;105 RUE DES RESISTANTS;;59280;ARMENTIERES;France;;;;;;;;;;;;;;;;;;;;;6;0;telephone_mobile;SIM triple découpe;1;0.00;0.00;0.00;20.00;;;1;;;option_forfait;;;;;OBS;desktop;boutique;;;;Reassort
COM170913002972;13/09/2017 14:19;257.90;En attente;;facturation;51.58;309.48;mobile;5,42055E+13;SOCIETE FRANCAISE DE DISTRIBUTION D'EA;Jean Charles;BISSIRI;M;105 RUE DES RESISTANTS;;59280;ARMENTIERES;France;;;;;;;;;;;;;;;;;;;;;7;0;telephone_mobile;roaming WiFi International;1;0.00;0.00;0.00;20.00;;;1;;;option_forfait;;;;;OBS;desktop;boutique;;;;Reassort
COM170913002972;13/09/2017 14:19;257.90;En attente;;facturation;51.58;309.48;mobile;5,42055E+13;SOCIETE FRANCAISE DE DISTRIBUTION D'EA;Jean Charles;BISSIRI;M;105 RUE DES RESISTANTS;;59280;ARMENTIERES;France;;;;;;;;;;;;;;;;;;;;;8;6691;telephone_mobile;mode international;1;0.00;0.00;0.00;20.00;;classique;1;DEFAULT_6691;;option_forfait;;;;;OBS;desktop;boutique;;;;Reassort
COM170913002972;13/09/2017 14:19;257.90;En attente;;facturation;51.58;309.48;mobile;5,42055E+13;SOCIETE FRANCAISE DE DISTRIBUTION D'EA;Jean Charles;BISSIRI;M;105 RUE DES RESISTANTS;;59280;ARMENTIERES;France;;;;;;;;;;;;;;;;;;;;;9;6006;telephone_mobile;Orange Open pro partagé Mobile Basic;1;10.00;12.00;10.00;20.00;24-mois;classique;1;DEFAULT_6006;13,55,108;forfait;;;;;OBS;desktop;boutique;;;;Reassort
COM170913002972;13/09/2017 14:19;257.90;En attente;;facturation;51.58;309.48;mobile;5,42055E+13;SOCIETE FRANCAISE DE DISTRIBUTION D'EA;Jean Charles;BISSIRI;M;105 RUE DES RESISTANTS;;59280;ARMENTIERES;France;;;;;;;;;;;;;;;;;;;;;10;3219;telephone_mobile;Tete de charge Apple 5W USB Power;1;19.00;22.80;19.00;20.00;;;2;8,8591E+11;7,29,76,100,101;equipement;;;;;OBS;desktop;boutique;;;;Reassort
COM170913002973;13/09/2017 14:35;25.00;En attente;;facturation;5.00;30.00;mobile;5,42098E+13;BNP PARIBAS PERSONAL FINANCE;Jean-Pierre;PONTILLE;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;;;;;;;;;;;;;;;;;;1;4393;telephone_mobile;Oreillette Bluetooth® M70 Plantronics;1;25.00;30.00;25.00;20.00;;;1;5,03359E+12;7,29,74;equipement;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE295007;13/09/2017 14:49;267.40;En attente de validation des documents;;rib;53.48;320.88;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;1;5853;telephone_mobile;Samsung Galaxy S7 noir 32Go;1;219.90;263.88;219.90;20.00;;innovant1;1;223811;13,54,125;mobile;;;;;PROSPECT;desktop;boutique;;;;Foisonnement
WCE295007;13/09/2017 14:49;267.40;En attente de validation des documents;;rib;53.48;320.88;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;2;7049;telephone_mobile;Performance pro initial voix;1;21.00;25.20;21.00;20.00;12-mois;innovant1;1;DEFAULT_7049;13,55,108;forfait;;02E111111J7B;601010101;30/09/2017;PROSPECT;desktop;boutique;;;;Foisonnement
WCE295007;13/09/2017 14:49;267.40;En attente de validation des documents;;rib;53.48;320.88;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;3;3038;telephone_mobile;Facture Electronique;1;0.00;0.00;0.00;20.00;;classique;1;FEL;;option_perso;;;;;PROSPECT;desktop;boutique;;;;Foisonnement
WCE295007;13/09/2017 14:49;267.40;En attente de validation des documents;;rib;53.48;320.88;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;4;6867;telephone_mobile;alerte conso utilisateur;1;1.50;1.80;1.50;20.00;;classique;1;DEFAULT_6867;;option_perso;;;;;PROSPECT;desktop;boutique;;;;Foisonnement
WCE295007;13/09/2017 14:49;267.40;En attente de validation des documents;;rib;53.48;320.88;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;5;5450;equipements;"Chargeur allume cigare micro USB Samsung ""Fast charging""";1;25.00;30.00;25.00;20.00;;;1;8,80609E+12;29,76;equipement;;;;;PROSPECT;desktop;boutique;;;;Foisonnement
WCE299727;13/09/2017 15:02;19.99;En attente;;facturation;4.00;23.99;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;1;7028;telephone_mobile;forfait smart pro 5Go;1;19.99;23.99;19.99;20.00;sans engagement;smartpro;1;DEFAULT_7028;13,55,111;forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE299727;13/09/2017 15:02;19.99;En attente;;facturation;4.00;23.99;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;10933;telephone_mobile;Facture Électronique Certifiée;1;0.00;0.00;0.00;20.00;;classique;1;FEC;;option_perso;;;;;OBS;desktop;boutique;;;;Foisonnement
